#Paddle1,#Paddle2,#Paddle3,#H_S1,#H_S2,#H_S3,#D_S1,#D_S2,#D_S3,#AXIS_S1,#AXIS_S2,#AXIS_S3,#ROT_ANGLE
19.978102,100.014599,0.000000,-0.741726,0.268204,0.614743,-0.502368,0.385109,-0.774156,0.082845,-0.805846,0.586301,138.917394
19.978102,100.014599,19.978102,-0.958960,-0.004096,0.283512,-0.259013,-0.394160,-0.881788,0.121064,-0.546578,0.828611,171.151549
19.978102,100.014599,39.956204,-0.759074,-0.646110,-0.079679,0.462961,-0.449707,-0.763826,-0.118550,0.432956,-0.893585,141.641952
19.978102,100.014599,60.058394,-0.079803,-0.878045,-0.471878,0.802647,0.224108,-0.552751,-0.065176,0.533388,-0.843356,94.842094
19.978102,100.014599,80.036496,0.384776,-0.387588,-0.837689,0.472528,0.862331,-0.181943,0.077810,0.881807,-0.465147,67.602600
19.978102,100.014599,100.014599,0.104085,0.329401,-0.938436,0.060318,0.939733,0.336546,0.214488,0.967381,0.134792,86.509612
19.978102,100.014599,119.992701,-0.577089,0.591942,-0.562648,0.131172,0.747183,0.651546,0.235117,0.921171,0.310104,132.018555
19.978102,100.014599,139.970803,-0.904475,0.394255,0.162749,0.424855,0.799031,0.425497,-0.216161,-0.948370,-0.232096,176.220240
19.978102,100.014599,159.948905,-0.655295,0.311972,0.687940,0.194550,0.949709,-0.245363,-0.151746,-0.985047,0.081580,133.972246
19.978102,119.992701,0.000000,-0.096694,-0.391962,0.914886,-0.554138,0.784758,0.277644,0.397510,-0.913645,0.085074,107.608394
19.978102,119.992701,19.978102,-0.270697,0.022289,0.962406,-0.924920,0.271176,-0.266434,0.409130,-0.722803,0.556928,121.746113
19.978102,119.992701,39.956204,-0.637155,-0.168082,0.752185,-0.658583,-0.388239,-0.644623,0.397490,-0.534806,0.745643,160.797279
19.978102,119.992701,60.058394,-0.513623,-0.767209,0.384164,-0.041560,-0.424964,-0.904256,-0.439554,0.490373,-0.752547,151.175477
19.978102,119.992701,80.036496,0.035648,-0.984710,-0.170515,0.100935,0.173299,-0.979683,-0.530852,0.619934,-0.577821,110.043992
19.978102,119.992701,100.014599,0.268383,-0.594401,-0.758062,-0.401006,0.646572,-0.648952,-0.565143,0.819274,-0.096970,94.297591
19.978102,119.992701,119.992701,-0.183407,-0.187556,-0.964979,-0.817075,0.574883,0.043560,-0.417760,0.838727,0.349305,115.696532
19.978102,119.992701,139.970803,-0.814216,-0.289892,-0.503006,-0.579234,0.347058,0.737590,-0.271708,0.816497,0.509419,163.501396
19.978102,119.992701,159.948905,-0.720838,-0.591100,0.361930,-0.075157,0.585769,0.806986,0.210809,-0.877487,-0.430786,143.213198
19.978102,139.970803,0.000000,0.397437,-0.903437,0.160765,0.238073,0.270715,0.932756,0.632604,-0.523492,-0.570761,90.262756
19.978102,139.970803,19.978102,0.653842,-0.321214,0.685064,-0.319141,0.703852,0.634619,0.679021,-0.734118,-0.001110,69.041314
19.978102,139.970803,39.956204,0.307390,0.191006,0.932217,-0.919921,0.310253,0.239767,0.586426,-0.588733,0.556326,93.189505
19.978102,139.970803,60.058394,-0.134855,-0.042104,0.989970,-0.903649,-0.404640,-0.140305,0.596440,-0.450092,0.664588,139.595471
19.978102,139.970803,80.036496,-0.005564,-0.617307,0.786702,-0.526059,-0.667249,-0.527295,-0.704587,0.406312,-0.581780,175.502142
19.978102,139.970803,100.014599,0.518125,-0.827753,0.215341,-0.465353,-0.484064,-0.741032,-0.855825,0.419481,-0.302654,143.222939
19.978102,139.970803,119.992701,0.660271,-0.545164,-0.516564,-0.747318,-0.408649,-0.523948,-0.895351,0.421399,0.144115,135.463490
19.978102,139.970803,139.970803,0.129745,-0.400744,-0.906957,-0.751016,-0.636945,0.174001,-0.743412,0.398193,0.537384,160.979630
19.978102,139.970803,159.948905,-0.303303,-0.765473,-0.567501,-0.097380,-0.567538,0.817568,0.556046,-0.411255,-0.722276,152.451982
19.978102,159.948905,0.000000,0.046418,-0.637486,-0.769063,0.970229,-0.154430,0.186568,0.485919,0.274273,-0.829853,104.379125
19.978102,159.948905,19.978102,0.642184,-0.706714,-0.296909,0.765643,0.572517,0.293282,0.428460,0.156909,-0.889832,55.824688
19.978102,159.948905,39.956204,0.977974,-0.104279,0.180814,0.033246,0.933023,0.358278,0.863397,-0.475383,-0.168986,24.010962
19.978102,159.948905,60.058394,0.707515,0.418969,0.569111,-0.696096,0.552133,0.458912,0.668681,-0.391694,0.632014,61.902934
19.978102,159.948905,80.036496,0.409222,0.332784,0.849583,-0.823947,-0.265229,0.500765,0.748877,-0.243785,0.616240,110.192410
19.978102,159.948905,100.014599,0.607375,0.025625,0.794002,-0.391166,-0.860272,0.326988,0.889638,-0.109122,0.443438,151.968612
19.978102,159.948905,119.992701,0.959535,0.054712,0.276225,0.046182,-0.998237,0.037297,0.989830,0.025489,0.139956,178.253714
19.978102,159.948905,139.970803,0.790051,0.316750,-0.524871,0.276237,-0.948268,-0.156462,-0.945987,-0.156911,0.283703,175.905646
19.978102,159.948905,159.948905,0.068817,0.135717,-0.988355,0.504334,-0.859519,-0.082910,0.724362,0.225508,-0.651495,163.566585
39.956204,0.000000,0.000000,-0.527167,0.276545,-0.803503,0.705575,0.669399,-0.232528,0.321232,0.897696,-0.301581,134.659182
39.956204,0.000000,19.978102,-0.258212,-0.441042,-0.859539,0.325922,0.797783,-0.507264,-0.049800,0.916341,-0.397289,105.149623
39.956204,0.000000,39.956204,0.518494,-0.483365,-0.705353,-0.023883,0.816387,-0.577011,-0.481313,0.840839,-0.247645,68.079818
39.956204,0.000000,60.058394,0.853918,0.207336,-0.477321,-0.435264,0.787300,-0.436696,-0.714139,0.535291,0.451075,45.422183
39.956204,0.000000,80.036496,0.537061,0.836816,-0.106323,-0.843536,0.532246,-0.071844,-0.118039,0.060633,0.991156,57.959427
39.956204,0.000000,100.014599,0.150946,0.915708,0.372417,-0.901412,-0.027150,0.432111,0.416676,0.016697,0.908902,91.572172
39.956204,0.000000,119.992701,0.226413,0.742840,0.630020,-0.387525,-0.524722,0.757952,0.711039,0.159691,0.684779,124.376026
39.956204,0.000000,139.970803,0.461133,0.817988,0.343879,0.467061,-0.553268,0.689746,0.843214,0.408651,0.349277,149.843615
39.956204,0.000000,159.948905,0.166652,0.936742,-0.307803,0.969188,-0.098194,0.225905,0.753486,0.656022,-0.043511,158.108664
39.956204,19.978102,0.000000,-0.980397,0.190663,0.049692,0.190549,0.981652,-0.007064,-0.095804,-0.995400,0.001136,177.125989
39.956204,19.978102,19.978102,-0.890200,-0.436162,-0.131553,-0.291223,0.766880,-0.571913,-0.196987,0.938858,-0.282385,165.129616
39.956204,19.978102,39.956204,-0.252817,-0.919879,-0.299843,-0.405590,0.382130,-0.830345,-0.499898,0.793764,-0.346469,132.082111
39.956204,19.978102,60.058394,0.518690,-0.702572,-0.487190,-0.351834,0.343945,-0.870583,-0.750777,0.636592,-0.176308,95.916358
39.956204,19.978102,80.036496,0.767930,0.051469,-0.638462,-0.572923,0.500922,-0.648719,-0.804720,0.492027,0.332166,70.031313
39.956204,19.978102,100.014599,0.360814,0.734105,-0.575241,-0.919973,0.381452,-0.090245,-0.339347,0.379113,0.860882,73.881317
39.956204,19.978102,119.992701,-0.212443,0.947482,-0.239051,-0.802082,-0.029346,0.596492,0.143122,0.410373,0.900617,103.756626
39.956204,19.978102,139.970803,-0.508187,0.847017,0.155913,-0.002586,-0.182532,0.983197,0.401413,0.585034,0.704701,142.928495
39.956204,19.978102,159.948905,-0.598879,0.752990,0.272672,0.689276,0.311304,0.654208,0.446278,0.809352,0.381818,175.213953
39.956204,39.956204,0.000000,-0.647606,-0.588146,0.484449,0.045153,0.605043,0.794912,0.181793,-0.876474,-0.445808,134.742199
39.956204,39.956204,19.978102,-0.448158,-0.605051,0.658079,-0.605054,0.747204,0.274947,0.385513,-0.922702,0.000002,134.503600
39.956204,39.956204,39.956204,-0.238259,-0.754569,0.611440,-0.970793,0.166771,-0.172478,0.596408,-0.752629,0.279010,157.201962
39.956204,39.956204,60.058394,0.202075,-0.912524,0.355620,-0.752903,-0.376966,-0.539475,-0.771212,0.548358,-0.323320,165.709057
39.956204,39.956204,80.036496,0.706251,-0.701715,-0.093835,-0.463626,-0.358259,-0.810371,-0.904507,0.398832,-0.150998,127.965104
39.956204,39.956204,100.014599,0.776893,-0.100406,-0.621575,-0.629514,-0.104691,-0.769904,-0.905272,0.326128,0.272255,103.660600
39.956204,39.956204,119.992701,0.207738,0.407412,-0.889303,-0.946931,-0.144217,-0.287269,-0.621287,0.336501,0.707651,106.877339
39.956204,39.956204,139.970803,-0.650027,0.380740,-0.657649,-0.756992,-0.400218,0.516516,-0.240067,0.447553,0.861431,138.671658
39.956204,39.956204,159.948905,-0.998611,-0.051134,-0.012721,-0.003054,-0.184857,0.982761,0.021229,-0.638300,-0.769495,178.209703
39.956204,60.058394,0.000000,-0.288067,-0.922324,-0.257558,0.470958,-0.370636,0.800517,0.416737,-0.347418,-0.840019,123.971427
39.956204,60.058394,19.978102,0.294285,-0.911189,0.288324,0.215301,0.357135,0.908900,0.557306,-0.609908,-0.563403,91.355184
39.956204,60.058394,39.956204,0.602409,-0.483902,0.634777,-0.494108,0.398497,0.772695,0.775911,-0.630821,0.005103,89.946576
39.956204,60.058394,60.058394,0.602959,-0.249705,0.757686,-0.793456,-0.286371,0.537047,0.860235,-0.397041,0.319929,121.810088
39.956204,60.058394,80.036496,0.704733,-0.254676,0.662187,-0.432833,-0.893867,0.116864,0.921797,-0.189814,0.338024,164.720510
